,skill,,,F5C7_SKILL_11,Evaluate at Vertices,Compute k at each vertex to confirm the optimum.
,skill,,,F5C7_SKILL_12,Interpret Solution,State optimal decision with units and real-world meaning.
,skill,,,F5C7_SKILL_13,Handle Ratio Constraints,Rewrite ratios (e.g., y ≤ 2x, y ≥ (1/4)x) correctly as linear inequalities.
,skill,,,F5C7_SKILL_14,Slice/Read Ranges,Intersect R with a line like y = c or x = c to read allowable ranges.
,skill,,,F5C7_SKILL_15,Choose Max vs Min,Recognise whether to maximise or minimise based on the question.
,skill,,,F5C7_SKILL_16,Use Technology (GeoGebra/Calc),Leverage graphing tools to check inequalities, vertices and objective line.
,skill,,,F5C7_SKILL_17,Apply Non-negativity,Include x ≥ 0, y ≥ 0 when the context demands.
,skill,,,F5C7_SKILL_18,Detect Unbounded/No Solution,Diagnose when feasible region is empty or unbounded for the target (max/min).
,skill,,,F5C8_SKILL_01,Define Displacement,Explain displacement as directed distance from origin to position.
,skill,,,F5C8_SKILL_02,Define Velocity,Explain velocity as rate of change of displacement (ds/dt).
,skill,,,F5C8_SKILL_03,Define Acceleration,Explain acceleration as rate of change of velocity (dv/dt).
,skill,,,F5C8_SKILL_04,Determine Instantaneous Quantities,Compute instantaneous s, v, a using differentiation.
,skill,,,F5C8_SKILL_05,Find Total Distance,Calculate total distance from velocity-time graph or absolute displacement.
,skill,,,F5C8_SKILL_06,Relate s,v,a Functions,Connect s(t), v(t), a(t) via differentiation chain.
,skill,,,F5C8_SKILL_07,Find v from s,Use v = ds/dt.
,skill,,,F5C8_SKILL_08,Find a from v,Use a = dv/dt.
,skill,,,F5C8_SKILL_09,Find a from s,Use a = d²s/dt².
,skill,,,F5C8_SKILL_10,Integrate a to get v,Use v = ∫a dt + C.
,skill,,,F5C8_SKILL_11,Integrate v to get s,Use s = ∫v dt + C.
,skill,,,F5C8_SKILL_12,Interpret Graphs,Read gradient/area of s–t, v–t, a–t graphs.
,skill,,,F5C8_SKILL_13,Solve Kinematic Problems,Apply differentiation/integration in real motion tasks.
,skill,,,F5C8_SKILL_14,Interpret Units,Ensure consistent units (m, s, m/s, m/s²).
,skill,,,F5C8_SKILL_15,Use Technology,Use graphing/calculus tools to verify calculations.
# Helper: Kinematics chapter-level keywords for downstream tools
,skill,,,F5C8_SKILL_KW,Kinematics Keywords (Chapter),"EN: displacement; velocity; acceleration; distance; initial/uniform/max/min velocity; uniform acceleration; positive/negative/zero velocity; positive/negative/zero displacement.  MS: sesaran; halaju; pecutan; jarak; halaju awal/malar/maksimum/minimum; pecutan malar; halaju positif/negatif/sifar; sesaran positif/negatif/sifar."
,skill,,,F5C7_SKILL_KW,Linear Programming Keywords (Chapter),"EN: mathematical model; constraint; objective function; feasible region; optimisation.  MS: model matematik; kekangan; fungsi objektif; rantau tersaur; pengoptimuman."
# Trigonometric Functions Chapter Keywords (for tagging/IR)
,skill,,,F5C6_SKILL_KW,Trigonometric Functions Keywords (Chapter),"EN: degree; radian; trigonometric ratio; quadrant; basic identities; complementary angle formula; addition angle formula; double angle formula.  MS: darjah; radian; nisbah trigonometri; sukuan; identiti asas; rumus sudut pelengkap; rumus sudut majmuk; rumus sudut berganda."
 ,skill,,,F5C4_SKILL_KW,Permutation & Combination Keywords (Chapter),"EN: product rule; permutations; factorial; arrangement; order; combinations; identical object.  MS: petua pendaraban; pilih atur; faktorial; susunan; tertib; gabungan; objek secaman."
 ,skill,,,F5C5_SKILL_KW,Probability Distributions Keywords (Chapter),"EN: random variable; discrete random variable; continuous random variable; binomial distribution; normal distribution; mean; variance; standard deviation.  MS: pemboleh ubah rawak; pemboleh ubah rawak diskret; pemboleh ubah rawak selanjar; taburan binomial; taburan normal; min; varians; sisihan piawai."
# Chapter-level keyword skills for F5 chapters
,skill,,,F5C1_SKILL_KW,Circular Measure Keywords (Chapter),"EN: radian; degree; centre of circle; radius; segment; sector; perimeter; arc length; area of sector.  MS: radian; darjah; pusat bulatan; jejari; tembereng; sektor; perimeter; panjang lengkok; luas sektor."
,skill,,,F5C2_SKILL_KW,Differentiation Keywords (Chapter),"EN: limit; first derivative; gradient of tangent; second derivative; equation of tangent; equation of normal; turning point; rate of change; approximation; stationary point; point of inflection.  MS: had; terbitan pertama; kecerunan tangen; terbitan kedua; persamaan tangen; persamaan normal; titik pusingan; kadar perubahan; penghampiran; titik pegun; titik lengkok balas."
,skill,,,F5C3_SKILL_KW,Integration Keywords (Chapter),"EN: differentiation; integration; gradient function; equation of curve; indefinite integral; definite integral; integration by substitution; region; volume of revolution.  MS: pembezaan; pengamiran; fungsi kecerunan; persamaan lengkung; kamiran tak tentu; kamiran tentu; pengamiran melalui penggantian; rantau; isi padu kisaran."
# Helper rows for chapter-level keyword skills
,skill,,,F4C1_SKILL_KW,Functions Keywords (Chapter),"EN: function notation; undefined function; absolute value function; vertical line test; arrow diagram; object; image; domain; codomain; range; discrete function; continuous function; composite function; inverse function; horizontal line test.  MS: tatatanda fungsi; fungsi tidak tertakrif; fungsi nilai mutlak; ujian garis mencancang; gambar rajah anak panah; objek; imej; domain; kodomain; julat; fungsi diskret; fungsi selanjar; fungsi gubahan; fungsi songsang; ujian garis mengufuk."
,skill,,,F4C2_SKILL_KW,Quadratic Functions Keywords (Chapter),"EN: completing the square; root; general form; quadratic inequality; number line; discriminant; real root; imaginary root; vertex form; axis of symmetry; maximum value; minimum value.  MS: penyempurnaan kuasa dua; punca; bentuk am; ketaksamaan kuadratik; garis nombor; pembezaan; punca nyata; punca khayalan; bentuk verteks; paksi simetri; nilai maksimum; nilai minimum."
,skill,,,F4C3_SKILL_KW,Systems of Equations Keywords (Chapter),"EN: system of equations; variable; linear equation; non-linear equation; elimination method; substitution method; graphical method.  MS: sistem persamaan; pemboleh ubah; persamaan linear; persamaan tak linear; kaedah penghapusan; kaedah penggantian; perwakilan graf."
# Helper rows for chapter-level keyword skills
,skill,,,F4C4_SKILL_KW,Indices/Surds/Logs Keywords (Chapter),"EN: index; base; rational number; irrational number; surd; radical; recurring decimal; conjugate surd; logarithm; natural logarithm; algebraic expression; coefficient.  MS: indeks; asas; nombor nisbah; nombor tak nisbah; surd; radikal; perpuluhan berulang; surd konjugat; logaritma; logaritma jati; ungkapan algebra; pekali."
,skill,,,F4C5_SKILL_KW,Progressions Keywords (Chapter),"EN: sequence; arithmetic progression; common difference; geometric progression; common ratio; sum to infinity; recurring decimal.  MS: jujukan; janjang aritmetik; beza sepunya; janjang geometri; nisbah sepunya; hasil tambah ketakterhinggaan; perpuluhan berulang."
,skill,,,F4C6_SKILL_KW,Linear Law Keywords (Chapter),"EN: linear relation; non-linear relation; inspection method; line of best fit.  MS: hubungan linear; hubungan tak linear; kaedah pemerinyuan; garis lurus penyesuaian terbaik."
,skill,,,F4C7_SKILL_KW,Coordinate Geometry Keywords (Chapter),"EN: divisor of line segment; parallel straight lines; perpendicular straight lines; gradient; area of polygon; equation of a locus.  MS: pembahagi tembereng garis; garis lurus selari; garis lurus serenjang; kecerunan; luas poligon; persamaan lokus."
,skill,,,F4C8_SKILL_KW,Vectors Keywords (Chapter),"EN: vector; magnitude; direction; directed line segment; zero vector; negative vector; collinear; resultant vector; position vector; triangle law; parallelogram law; polygon law.  MS: vektor; magnitud; arah; tembereng garis berarah; vektor sifar; vektor negatif; segaris; vektor paduan; vektor kedudukan; hukum segi tiga; hukum segi empat selari; hukum poligon."
,skill,,,F4C9_SKILL_KW,Solution of Triangles Keywords (Chapter),"EN: acute angle; obtuse angle; sine rule; cosine rule; ambiguous case; included angle; non‑included angle; three dimension.  MS: sudut tirus; sudut cakah; petua sinus; petua kosinus; kes berambiguiti; sudut kandung; sudut bukan kandung; tiga matra."
,skill,,,F4C10_SKILL_KW,Index Numbers Keywords (Chapter),"EN: index number; price index; quantity at base time; quantity at specific time; composite index; weightage.  MS: nombor indeks; indeks harga; kuantiti pada masa asas; kuantiti pada masa tertentu; indeks gubahan; pemberat."
